_id,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
626,2025-01-10,11:02,Friday,MAIN STREET STATION,MUIRS,None,None,None,BD,None
627,2025-01-10,11:08,Friday,MUSEUM STATION,MUPAA,5,10,S,YU,5651
628,2025-01-10,11:54,Friday,FINCH STATION,MUI,5,10,S,YU,5654
629,2025-01-10,12:24,Friday,KEELE STATION,MUSC,None,None,W,BD,5073
630,2025-01-10,12:31,Friday,LAWRENCE WEST STATION,PUMO,None,None,None,YU,None
631,2025-01-10,13:20,Friday,DAVISVILLE STATION,TUNCA,None,None,None,YU,None
632,2025-01-10,13:36,Friday,ST CLAIR STATION,PUOPO,5,9,N,YU,5761
633,2025-01-10,13:39,Friday,BATHURST STATION,MUO,None,None,None,BD,None
634,2025-01-10,13:58,Friday,VICTORIA PARK STATION,EUNT,14,18,W,BD,5186
635,2025-01-10,14:18,Friday,UNION STATION TO VMC,TUS,6,11,N,YU,5471
636,2025-01-10,14:19,Friday,ST CLAIR STATION,MUPAA,4,8,N,YU,5836
637,2025-01-10,14:40,Friday,KIPLING STATION,TUMVS,4,8,W,BD,5120
638,2025-01-10,14:48,Friday,ST GEORGE YUS STATION,MUD,6,10,S,YU,5516
639,2025-01-10,14:50,Friday,BLOOR STATION,MUIS,None,None,S,YU,5921
640,2025-01-10,15:25,Friday,PAPE STATION,MUIS,None,None,None,BD,None
641,2025-01-10,15:34,Friday,WARDEN STATION,SUDP,5,8,W,BD,5086
642,2025-01-10,16:19,Friday,KIPLING STATION,MUIS,None,None,None,BD,None
643,2025-01-10,16:35,Friday,SPADINA BD STATION,TUOS,4,7,E,BD,5037
644,2025-01-10,16:36,Friday,EGLINTON STATION,MUO,9,13,S,YU,5791
645,2025-01-10,16:47,Friday,NORTH YORK CTR STATION,PUOPO,7,10,N,YU,5761
646,2025-01-10,16:49,Friday,BROADVIEW STATION,TUO,3,6,E,BD,5037
647,2025-01-10,17:35,Friday,LAWRENCE WEST STATION,MUNCA,None,None,None,YU,None
648,2025-01-10,17:53,Friday,HIGH PARK STATION,PUMEL,None,None,None,BD,None
649,2025-01-10,18:04,Friday,KIPLING STATION,SUAP,None,None,E,BD,5362
650,2025-01-10,18:50,Friday,RUNNYMEDE STATION,EUNT,12,16,W,BD,5118
651,2025-01-10,19:06,Friday,MAIN STREET STATION,SUO,None,None,None,BD,None
652,2025-01-10,19:18,Friday,VICTORIA PARK STATION,MUIRS,3,6,E,BD,5140
653,2025-01-10,19:40,Friday,KIPLING STATION,MUSC,None,None,W,BD,5004
654,2025-01-10,19:45,Friday,VICTORIA PARK STATION,MUSC,None,None,E,BD,5328
655,2025-01-10,19:46,Friday,OLD MILL STATION,EUSC,None,None,W,BD,5073
656,2025-01-10,20:33,Friday,OSGOODE STATION,MUIRS,None,None,N,YU,None
657,2025-01-10,21:12,Friday,VAUGHAN MC STATION,MUPAA,None,None,N,YU,6061
658,2025-01-10,21:14,Friday,QUEEN'S PARK STATION,MUNCA,None,None,None,YU,None
659,2025-01-10,21:14,Friday,EGLINTON WEST STATION,MUIS,None,None,None,YU,None
660,2025-01-10,21:17,Friday,WOODBINE STATION,MUI,4,9,W,BD,5026
661,2025-01-10,21:45,Friday,WELLESLEY STATION,SUO,None,None,N,YU,5771
662,2025-01-10,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/ BD,None
663,2025-01-10,22:19,Friday,CASTLE FRANK STATION,MUPAA,3,8,E,BD,5347
664,2025-01-10,22:48,Friday,DOWNSVIEW PARK STATION,MUIS,None,None,None,YU,None
665,2025-01-10,22:51,Friday,BATHURST STATION,SUAP,None,None,W,BD,5206
666,2025-01-10,22:59,Friday,QUEEN STATION,SUUT,None,None,N,YU,5421
667,2025-01-10,23:31,Friday,WOODBINE STATION,MUPAA,4,9,W,BD,5349
668,2025-01-10,23:52,Friday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
669,2025-01-10,5:00,Friday,LESLIE STATION,MUNCA,None,None,None,SHP,None
670,2025-01-10,15:09,Friday,DON MILLS STATION,MUIS,None,None,None,SHP,None
671,2025-01-10,22:05,Friday,SHEPPARD-YONGE STATION,SUDP,None,None,None,SHP,None
672,2025-01-11,2:05,Saturday,WARDEN STATION,SUDP,14,19,E,BD,5181
673,2025-01-11,2:17,Saturday,KIPLING STATION,MUIS,None,None,None,BD,None
674,2025-01-11,2:28,Saturday,FINCH STATION,SUAE,None,None,None,YU,None
675,2025-01-11,5:00,Saturday,YORK MILLS STATION,MUNCA,None,None,None,YU,None
676,2025-01-11,5:58,Saturday,ST CLAIR STATION,MUO,4,None,S,YU,6136
677,2025-01-11,6:39,Saturday,SHERBOURNE STATION,PUTWZ,5,10,W,BD,5208
678,2025-01-11,7:01,Saturday,CASTLE FRANK STATION,MUSC,None,None,E,BD,5257
679,2025-01-11,7:14,Saturday,ROYAL YORK STATION,SUUT,3,8,E,BD,5023
680,2025-01-11,7:42,Saturday,WELLESLEY STATION,PUTR,None,None,N,YU,5451
681,2025-01-11,8:20,Saturday,LAWRENCE WEST STATION,PUOPO,3,9,S,YU,6071
682,2025-01-11,8:56,Saturday,ST CLAIR WEST STATION,SUDP,3,9,S,YU,5706
683,2025-01-11,8:57,Saturday,WILSON STATION,MUPAA,None,None,N,YU,5861
684,2025-01-11,9:55,Saturday,KIPLING STATION,MUIS,None,None,None,BD,None
685,2025-01-11,10:47,Saturday,BLOOR STATION,MUIS,None,None,None,YU,None
686,2025-01-11,11:03,Saturday,ISLINGTON STATION,MUO,None,None,E,BD,5128
687,2025-01-11,11:30,Saturday,OSSINGTON STATION,TUSC,None,None,W,BD,5026
688,2025-01-11,11:47,Saturday,VAUGHAN MC STATION,EUO,4,8,S,YU,6041
689,2025-01-11,11:57,Saturday,EGLINTON WEST STATION,MUDD,5,9,S,YU,5461
690,2025-01-11,13:06,Saturday,ST PATRICK STATION,MUIE,None,None,None,YU,None
691,2025-01-11,13:12,Saturday,VICTORIA PARK STATION,EUSC,None,None,E,BD,5023
692,2025-01-11,13:14,Saturday,WELLESLEY STATION,MUIS,None,None,N,YU,None
693,2025-01-11,13:46,Saturday,UNION STATION,SUO,None,None,None,YU,None
694,2025-01-11,13:53,Saturday,ST PATRICK STATION,SUUT,None,None,N,YU,5531
695,2025-01-11,14:04,Saturday,COLLEGE STATION,MUI,17,21,S,YU,5456
696,2025-01-11,14:07,Saturday,VAUGHAN MC STATION,MUIR,4,8,S,YU,5991
697,2025-01-11,14:33,Saturday,VAUGHAN MC STATION,MUSAN,4,8,S,YU,5876
698,2025-01-11,14:58,Saturday,CHRISTIE STATION,MUIRS,None,None,None,BD,None
699,2025-01-11,14:59,Saturday,ST CLAIR WEST STATION,SUO,None,None,N,YU,5921
700,2025-01-11,15:17,Saturday,CASTLE FRANK STATION,SUDP,15,19,E,BD,5139
701,2025-01-11,15:57,Saturday,KENNEDY BD STATION,SUDP,None,None,None,BD,None
702,2025-01-11,16:03,Saturday,BLOOR STATION,SUROB,None,None,None,YU,None
703,2025-01-11,16:06,Saturday,UNION STATION TO KING,MUPAA,5,9,N,YU,5451
704,2025-01-11,16:13,Saturday,BATHURST STATION,MUIS,None,None,None,BD,None
705,2025-01-11,16:35,Saturday,LAWRENCE STATION,SUG,None,None,None,YU,None
706,2025-01-11,16:38,Saturday,WOODBINE STATION,MUDD,4,8,W,BD,5107
707,2025-01-11,17:20,Saturday,DUNDAS STATION,SUAP,None,None,N,YU,None
708,2025-01-11,17:45,Saturday,BLOOR STATION,SUDP,3,7,N,YU,5441
709,2025-01-11,18:17,Saturday,JANE STATION,PUMST,None,None,None,BD,None
710,2025-01-11,19:03,Saturday,KENNEDY BD STATION,PUMEL,None,None,None,BD,None
711,2025-01-11,19:37,Saturday,ST CLAIR STATION,SUUT,15,19,N,YU,5926
712,2025-01-11,19:48,Saturday,WOODBINE STATION,TUSC,None,None,W,BD,5349
713,2025-01-11,19:56,Saturday,BLOOR STATION,MUIS,None,None,None,YU,None
714,2025-01-11,20:06,Saturday,BATHURST STATION,MUIRS,None,None,W,BD,None
715,2025-01-11,20:07,Saturday,ST GEORGE YUS STATION,SUAP,None,None,None,YU,None
716,2025-01-11,20:31,Saturday,CASTLE FRANK STATION,MUDD,3,8,W,BD,5107
717,2025-01-11,21:15,Saturday,KENNEDY BD STATION,MUIRS,None,None,None,BD,None
718,2025-01-11,21:37,Saturday,FINCH STATION,EUBK,None,None,N,YU,5906
719,2025-01-11,22:21,Saturday,QUEEN STATION,MUD,7,12,N,YU,6036
720,2025-01-11,23:02,Saturday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
721,2025-01-11,23:42,Saturday,ROSEDALE STATION,MUIS,None,None,None,YU,None
722,2025-01-11,23:46,Saturday,DUFFERIN STATION,MUIS,None,None,None,BD,None
723,2025-01-11,23:55,Saturday,BATHURST STATION,MUIS,None,None,None,BD,None
724,2025-01-11,0:01,Saturday,ST ANDREW STATION,SUO,6,12,S,YU,5386
725,2025-01-11,0:02,Saturday,FINCH WEST STATION,MUIS,None,None,None,YU,None
726,2025-01-11,0:25,Saturday,SPADINA BD STATION,MUIRS,None,None,W,BD,5152
727,2025-01-11,0:35,Saturday,KIPLING STATION,EUSC,None,None,E,BD,5108
728,2025-01-11,1:35,Saturday,FINCH STATION,MUIS,None,None,None,YU,None
729,2025-01-11,1:36,Saturday,DUNDAS STATION,MUIS,None,None,None,YU,None
730,2025-01-11,14:46,Saturday,DON MILLS STATION,PUMST,None,None,None,SHP,None
731,2025-01-11,23:03,Saturday,DON MILLS STATION,SUDP,None,None,None,SHP,None
732,2025-01-12,2:12,Sunday,BATHURST STATION,MUIS,None,None,None,BD,None
733,2025-01-12,7:47,Sunday,LAWRENCE WEST STATION,EUNT,24,None,S,YU,5851
734,2025-01-12,8:05,Sunday,GREENWOOD STATION,MUCL,4,None,E,BD,5136
735,2025-01-12,8:21,Sunday,DONLANDS STATION,EUDO,3,None,W,BD,5154
736,2025-01-12,8:31,Sunday,BATHURST STATION,TUO,3,12,E,BD,5108
737,2025-01-12,8:33,Sunday,DUPONT STATION,PUTO,7,None,N,YU,5556
738,2025-01-12,8:39,Sunday,GREENWOOD STATION,MUDD,6,10,E,BD,5353
739,2025-01-12,9:47,Sunday,COXWELL STATION,MUO,4,8,E,BD,5128
740,2025-01-12,10:14,Sunday,DONLANDS STATION,PUSTC,4,8,E,BD,5144
741,2025-01-12,10:37,Sunday,GREENWOOD STATION,TUSC,None,None,E,BD,5108
742,2025-01-12,10:55,Sunday,ST GEORGE YUS STATION,SUDP,5,9,S,YU,5866
743,2025-01-12,11:59,Sunday,SHEPPARD WEST STATION,SUDP,None,None,N,YU,5556
744,2025-01-12,12:23,Sunday,COLLEGE STATION,MUPAA,5,9,N,YU,5656
745,2025-01-12,13:36,Sunday,BLOOR STATION,SUO,8,12,N,YU,5556
746,2025-01-12,13:43,Sunday,OLD MILL STATION,EUSC,None,None,W,BD,5198
747,2025-01-12,14:27,Sunday,QUEEN STATION,MUIRS,None,None,S,YU,None
748,2025-01-12,14:44,Sunday,DUNDAS STATION,PUMEL,None,None,None,YU,None
749,2025-01-12,15:30,Sunday,OLD MILL STATION,EUSC,None,None,W,BD,5198
750,2025-01-12,15:45,Sunday,WELLESLEY STATION,PUMO,4,8,N,YU,5571
751,2025-01-12,16:55,Sunday,ST ANDREW STATION,SUG,None,None,None,YU,None
752,2025-01-12,17:09,Sunday,UNION STATION TO ST AN,EUDO,4,8,N,YU,5501
753,2025-01-12,17:16,Sunday,UNION STATION,MUIR,3,7,S,YU,5581
754,2025-01-12,17:37,Sunday,COXWELL STATION,SUO,None,None,None,BD,None
755,2025-01-12,17:56,Sunday,LAWRENCE STATION,PUOPO,10,14,N,YU,5686
756,2025-01-12,18:09,Sunday,YONGE BD STATION,MUO,None,None,None,BD,None
757,2025-01-12,18:09,Sunday,MUSEUM STATION,MUIR,20,24,N,YU,6076
758,2025-01-12,18:17,Sunday,ST CLAIR WEST STATION,MUTO,5,9,N,YU,5881
759,2025-01-12,18:25,Sunday,HIGH PARK STATION,SUO,None,None,None,BD,None
760,2025-01-12,18:33,Sunday,ST GEORGE YUS STATION,TUATC,None,None,S,YU,5386
761,2025-01-12,20:35,Sunday,DUNDAS STATION,SUUT,None,None,N,YU,5491
762,2025-01-12,21:33,Sunday,ST CLAIR WEST STATION,MUPAA,None,None,N,YU,5576
763,2025-01-12,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
764,2025-01-12,23:09,Sunday,LAWRENCE STATION,SUUT,5,11,S,YU,5581
765,2025-01-12,23:22,Sunday,LAWRENCE STATION,SUUT,64,70,S,YU,5911
766,2025-01-12,23:28,Sunday,BLOOR STATION,SUDP,None,None,None,YU,None
767,2025-01-12,0:14,Sunday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
768,2025-01-12,0:32,Sunday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
769,2025-01-12,0:35,Sunday,UNION STATION,SUDP,None,None,S,YU,5831
770,2025-01-12,0:50,Sunday,ROYAL YORK STATION,MUSAN,3,9,W,BD,5268
771,2025-01-12,1:25,Sunday,VAUGHAN MC STATION,SUDP,None,None,None,YU,None
772,2025-01-12,8:21,Sunday,DON MILLS STATION,MUO,4,11,W,SHP,6176
773,2025-01-12,9:35,Sunday,LESLIE STATION,PUOPO,None,None,W,SHP,6181
774,2025-01-13,2:06,Monday,GREENWOOD STATION,SUDP,None,None,E,BD,5182
775,2025-01-13,2:17,Monday,ST GEORGE BD STATION,SUDP,None,None,W,BD,None
776,2025-01-13,5:59,Monday,KING STATION,PUTR,8,None,S,YU,5486
777,2025-01-13,6:00,Monday,TORONTO TRANSIT COMMIS,MUO,None,None,None,YU/BD,None
778,2025-01-13,6:39,Monday,KIPLING STATION,MUIR,None,None,E,BD,5137
779,2025-01-13,6:55,Monday,ISLINGTON STATION,MUSC,None,None,W,BD,5170
780,2025-01-13,6:57,Monday,KIPLING STATION,MUSC,None,None,E,BD,5004
781,2025-01-13,7:17,Monday,ST PATRICK STATION,MUIS,None,None,None,YU,None
782,2025-01-13,7:32,Monday,ROYAL YORK STATION,EUSC,None,None,W,BD,5198
783,2025-01-13,8:29,Monday,WARDEN STATION,TUO,None,None,W,BD,5237
784,2025-01-13,8:37,Monday,BLOOR STATION,TUO,5,8,S,YU,5501
785,2025-01-13,8:45,Monday,FINCH STATION,MUPAA,4,7,None,YU,6051
786,2025-01-13,9:33,Monday,MUSEUM STATION,MUIS,None,None,None,YU,None
787,2025-01-13,9:49,Monday,COLLEGE STATION,MUIRS,None,None,None,YU,None
788,2025-01-13,9:56,Monday,CHRISTIE STATION,SUAP,None,None,None,BD,None
789,2025-01-13,10:31,Monday,ST GEORGE YUS STATION,SUDP,3,8,S,YU,5996
790,2025-01-13,10:47,Monday,ST CLAIR WEST STATION,MUIR,3,6,S,YU,5986
791,2025-01-13,10:52,Monday,BAY STATION,MUIRS,None,None,None,BD,None
792,2025-01-13,11:25,Monday,COLLEGE STATION,MUPAA,6,11,S,YU,5391
793,2025-01-13,11:38,Monday,KENNEDY BD STATION,EUOE,None,None,E,BD,5070
794,2025-01-13,12:26,Monday,SHERBOURNE STATION,PUMEL,None,None,None,BD,None
795,2025-01-13,12:37,Monday,SHEPPARD WEST STATION,SUO,18,22,N,YU,5391
796,2025-01-13,12:44,Monday,CASTLE FRANK STATION,MUPAA,4,7,W,BD,5198
797,2025-01-13,13:38,Monday,BLOOR STATION,SUDP,None,None,None,YU,None
798,2025-01-13,13:42,Monday,KENNEDY BD STATION,SUDP,None,None,None,BD,5347
799,2025-01-13,14:04,Monday,UNION STATION,MUIS,None,None,None,YU,None
800,2025-01-13,14:05,Monday,DUNDAS STATION,PUOPO,8,12,N,YU,5836
801,2025-01-13,14:11,Monday,DAVISVILLE STATION,SUDP,4,8,S,YU,5576
802,2025-01-13,14:38,Monday,CHRISTIE STATION,SUDP,None,None,None,BD,None
803,2025-01-13,15:42,Monday,BLOOR STATION,PUMEL,None,None,None,YU,None
804,2025-01-13,15:45,Monday,EGLINTON STATION,SUUT,22,26,N,YU,5746
805,2025-01-13,15:50,Monday,YORK MILLS STATION,EUDO,7,11,S,YU,5556
806,2025-01-13,15:54,Monday,ST GEORGE BD STATION,MUPLB,27,30,E,BD,5195
807,2025-01-13,15:57,Monday,VAUGHAN MC STATION,MUSAN,4,8,S,YU,5916
808,2025-01-13,16:35,Monday,VICTORIA PARK STATION,EUDO,7,10,W,BD,5347
809,2025-01-13,16:46,Monday,KENNEDY BD STATION,TUSC,None,None,E,BD,5139
810,2025-01-13,16:51,Monday,ROSEDALE STATION,SUO,5,9,N,YU,5586
811,2025-01-13,16:52,Monday,DUFFERIN STATION,MUIRS,None,None,W,BD,None
812,2025-01-13,16:54,Monday,SPADINA YUS STATION,EUDO,13,18,S,YU,5461
813,2025-01-13,16:58,Monday,JANE STATION,MUDD,3,7,E,BD,5356
814,2025-01-13,17:14,Monday,ST GEORGE BD STATION,TUSC,None,None,W,BD,5103
815,2025-01-13,17:36,Monday,UNION STATION,SUO,None,None,None,YU,None
816,2025-01-13,17:46,Monday,MAIN STREET STATION,SUAP,None,None,E,BD,None
817,2025-01-13,17:50,Monday,ST GEORGE BD STATION,SUDP,None,None,E,BD,5054
818,2025-01-13,17:51,Monday,QUEEN STATION,SUDP,None,None,N,YU,5541
819,2025-01-13,18:01,Monday,QUEEN'S PARK STATION,MUPAA,4,6,S,YU,5976
820,2025-01-13,19:54,Monday,SHEPPARD STATION,MUIS,None,None,None,YU,None
821,2025-01-13,20:13,Monday,KIPLING STATION,TUDOE,40,44,E,BD,5152
822,2025-01-13,20:44,Monday,QUEEN'S PARK STATION,MUIRS,None,None,None,YU,None
823,2025-01-13,20:56,Monday,WILSON STATION,SUO,12,16,S,YU,5976
824,2025-01-13,21:13,Monday,YORKDALE STATION,SUDP,11,15,N,YU,5881
825,2025-01-13,21:14,Monday,DUNDAS STATION,MUIS,None,None,None,YU,None
826,2025-01-13,21:16,Monday,BLOOR STATION,SUAP,None,None,None,YU,5299
827,2025-01-13,21:19,Monday,GLENCAIRN STATION,SUDP,8,12,N,YU,5581
828,2025-01-13,21:40,Monday,YONGE BD STATION,MUIS,None,None,None,BD,None
829,2025-01-13,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/ BD,None
830,2025-01-13,22:04,Monday,YORK MILLS STATION,MUIS,None,None,None,YU,None
831,2025-01-13,22:20,Monday,EGLINTON STATION,SUAP,None,None,None,YU,None
832,2025-01-13,22:28,Monday,ST CLAIR STATION,SUAE,None,None,None,YU,None
833,2025-01-13,22:29,Monday,NORTH YORK CTR STATION,SUO,5,11,S,YU,5601
834,2025-01-13,22:34,Monday,YONGE BD STATION,MUIRS,None,None,E,BD,5038
835,2025-01-13,22:48,Monday,MAIN STREET STATION,MUPAA,None,None,E,BD,5038
836,2025-01-13,22:51,Monday,MAIN STREET STATION,SUUT,29,34,E,BD,5038
837,2025-01-13,23:00,Monday,YONGE UNIVERSITY LINE,MUO,None,None,None,YU,None
838,2025-01-13,23:27,Monday,BLOOR STATION,SUO,None,None,None,YU,None
839,2025-01-13,23:45,Monday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
840,2025-01-13,0:03,Monday,DUNDAS STATION,MUIRS,None,None,None,YU,None
841,2025-01-13,0:28,Monday,JANE STATION,MUPAA,None,None,W,BD,5259
842,2025-01-13,0:53,Monday,PAPE STATION,SUO,None,None,None,BD,None
843,2025-01-13,1:49,Monday,ST CLAIR STATION,MUIS,None,None,S,YU,None
844,2025-01-13,9:00,Monday,BAYVIEW STATION,PUMEL,None,None,None,SHP,None
845,2025-01-13,14:54,Monday,BAYVIEW STATION,MUIS,None,None,E,SHP,6176
846,2025-01-14,2:13,Tuesday,KIPLING STATION,MUIS,None,None,None,BD,None
847,2025-01-14,4:18,Tuesday,KENNEDY BD STATION,SUDP,None,None,None,BD,None
848,2025-01-14,5:38,Tuesday,YORK MILLS STATION,PUOPO,4,None,E,YU,6136
849,2025-01-14,5:42,Tuesday,HIGH PARK STATION,PUEWZ,64,None,E,BD,5249
850,2025-01-14,6:00,Tuesday,KING STATION,PUTR,8,None,S,YU,6116
851,2025-01-14,6:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,None,None,None,YU,None
852,2025-01-14,6:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,None,None,None,BD,None
853,2025-01-14,6:04,Tuesday,GREENWOOD YARD,MUSC,None,None,E,BD,5371
854,2025-01-14,7:12,Tuesday,ISLINGTON STATION,PUSIS,7,10,E,BD,5070
855,2025-01-14,7:46,Tuesday,YORK MILLS STATION,MUIR,13,15,N,YU,5786
856,2025-01-14,7:51,Tuesday,KENNEDY BD STATION,MUSC,None,None,W,BD,5305
857,2025-01-14,8:32,Tuesday,DUNDAS WEST STATION,MUD,None,None,W,BD,5043
858,2025-01-14,8:37,Tuesday,BLOOR STATION,MUIR,3,5,S,YU,5781
859,2025-01-14,8:42,Tuesday,ST CLAIR STATION,PUMEL,None,None,None,YU,None
860,2025-01-14,8:53,Tuesday,CHRISTIE STATION,MUIR,3,5,E,BD,5057
861,2025-01-14,8:59,Tuesday,ST GEORGE BD STATION,TUSC,None,None,W,BD,5271
862,2025-01-14,9:02,Tuesday,OSSINGTON STATION,TUSC,None,None,E,BD,5275
863,2025-01-14,9:20,Tuesday,ISLINGTON STATION,MUIS,None,None,None,BD,None
864,2025-01-14,9:41,Tuesday,FINCH STATION,EUBK,3,5,S,YU,5391
865,2025-01-14,10:21,Tuesday,PAPE STATION,PUMEL,None,None,None,BD,None
866,2025-01-14,10:31,Tuesday,MAIN STREET STATION,SUDP,3,7,W,BD,5213
867,2025-01-14,10:36,Tuesday,FINCH STATION,MUIS,None,None,None,YU,None
868,2025-01-14,10:53,Tuesday,WILSON STATION,EUCD,6,9,N,YU,5391
869,2025-01-14,12:32,Tuesday,DONLANDS STATION,SUO,None,None,W,BD,5305
870,2025-01-14,12:42,Tuesday,ST GEORGE YUS STATION,SUDP,4,9,N,YU,5731
871,2025-01-14,13:00,Tuesday,COXWELL STATION,MUSAN,4,8,E,BD,5011
872,2025-01-14,13:09,Tuesday,FINCH STATION,PUMEL,None,None,None,YU,None
873,2025-01-14,13:22,Tuesday,BLOOR STATION,MUIRS,None,None,S,YU,None
874,2025-01-14,13:40,Tuesday,MAIN STREET STATION,PUTDN,None,None,E,BD,5041
875,2025-01-14,14:21,Tuesday,ISLINGTON STATION,SUDP,None,None,E,BD,5011
876,2025-01-14,15:11,Tuesday,BLOOR STATION,SUAE,None,None,N,YU,5556
877,2025-01-14,15:13,Tuesday,YONGE BD STATION,SUO,None,None,E,BD,5041
878,2025-01-14,15:40,Tuesday,SHEPPARD WEST STATION,TUO,None,None,N,YU,5881
879,2025-01-14,15:46,Tuesday,CHESTER STATION,MUSC,None,None,W,BD,5044
880,2025-01-14,16:23,Tuesday,JANE STATION,PUMST,None,None,None,BD,None
881,2025-01-14,16:24,Tuesday,BAY STATION,PUMEL,None,None,None,BD,None
882,2025-01-14,16:25,Tuesday,MAIN STREET STATION,SUDP,9,12,W,BD,5349
883,2025-01-14,16:43,Tuesday,KIPLING STATION,PUSIS,None,None,E,BD,5343
884,2025-01-14,16:51,Tuesday,COXWELL STATION,MUSC,None,None,W,BD,5033
885,2025-01-14,17:07,Tuesday,DAVISVILLE STATION,SUAP,None,None,N,YU,None
886,2025-01-14,17:13,Tuesday,COLLEGE STATION,PUMEL,None,None,None,YU,None
887,2025-01-14,17:32,Tuesday,CHESTER STATION,TUO,5,8,E,BD,5084
888,2025-01-14,17:35,Tuesday,WARDEN STATION,SUO,9,12,E,BD,5214
889,2025-01-14,17:44,Tuesday,PAPE STATION,SUDP,3,6,E,BD,5076
890,2025-01-14,17:49,Tuesday,COXWELL STATION,SUDP,4,7,E,BD,5084
891,2025-01-14,17:59,Tuesday,WOODBINE STATION,TUO,4,7,W,BD,5084
892,2025-01-14,18:50,Tuesday,GREENWOOD STATION,TUSC,None,None,W,BD,5098
893,2025-01-14,19:20,Tuesday,YONGE BD STATION,MUSC,None,None,E,BD,5353
894,2025-01-14,19:29,Tuesday,DUNDAS WEST STATION,SUAP,None,None,E,BD,5121
895,2025-01-14,19:39,Tuesday,BLOOR STATION,MUIS,None,None,S,YU,None
896,2025-01-14,19:41,Tuesday,ST GEORGE YUS STATION,TUSUP,12,15,N,YU,5466
897,2025-01-14,19:48,Tuesday,UNION STATION,MUI,4,8,S,YU,5401
898,2025-01-14,19:51,Tuesday,GREENWOOD STATION,MUO,5,10,W,BD,5247
899,2025-01-14,20:06,Tuesday,KENNEDY BD STATION,TUSC,None,None,W,BD,5001
900,2025-01-14,20:19,Tuesday,DUNDAS STATION,SUDP,None,None,N,YU,None
901,2025-01-14,20:30,Tuesday,BLOOR STATION,MUIS,None,None,S,YU,None
902,2025-01-14,20:49,Tuesday,CHRISTIE STATION,MUIR,7,12,E,BD,5041
903,2025-01-14,20:52,Tuesday,WELLESLEY STATION,SUAP,None,None,S,YU,5881
904,2025-01-14,20:54,Tuesday,SHEPPARD STATION,MUIS,None,None,N,YU,None
905,2025-01-14,21:34,Tuesday,NORTH YORK CTR STATION,SUDP,None,None,N,YU,5711
906,2025-01-14,21:51,Tuesday,QUEEN STATION,MUIRS,None,None,S,YU,None
907,2025-01-14,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU,None
908,2025-01-14,22:08,Tuesday,QUEEN'S PARK STATION,SUDP,8,12,N,YU,5666
909,2025-01-14,22:17,Tuesday,HIGH PARK STATION,MUIS,None,None,None,BD,None
910,2025-01-14,22:21,Tuesday,EGLINTON STATION,PUOPO,6,10,N,YU,5726
911,2025-01-14,22:26,Tuesday,YORK UNIVERSITY STATIO,MUIS,None,None,None,YU,None
912,2025-01-14,22:28,Tuesday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
913,2025-01-14,22:29,Tuesday,EGLINTON STATION,PUOPO,None,None,S,YU,5961
914,2025-01-14,22:49,Tuesday,DUNDAS STATION,MUI,20,23,N,YU,5771
915,2025-01-14,23:00,Tuesday,LINE 1 - YONGE UNIVERS,MUO,None,None,None,YU,None
916,2025-01-14,23:19,Tuesday,DUNDAS STATION,SUO,None,None,S,YU,None
917,2025-01-14,23:23,Tuesday,OSSINGTON STATION,TUSC,None,None,E,BD,5191
918,2025-01-14,0:10,Tuesday,ISLINGTON STATION,PUMST,None,None,None,BD,None
919,2025-01-14,0:33,Tuesday,ST ANDREW STATION,PUMEL,None,None,None,YU,None
920,2025-01-14,1:23,Tuesday,KENNEDY BD STATION,SUDP,None,None,None,BD,None
921,2025-01-14,1:29,Tuesday,SPADINA BD STATION,SUO,None,None,W,BD,None
922,2025-01-14,1:42,Tuesday,KIPLING STATION,MUIRS,None,None,None,BD,None
923,2025-01-14,1:47,Tuesday,QUEEN STATION,SUDP,None,None,None,YU,None
924,2025-01-14,1:57,Tuesday,JANE STATION,SUO,None,None,None,BD,None
925,2025-01-14,2:19,Tuesday,SHEPPARD-YONGE STATION,PUSTS,None,None,E,SHP,6181
926,2025-01-14,6:00,Tuesday,TORONTO TRANSIT COMMIS,MUO,None,None,None,SHP,None
927,2025-01-14,13:12,Tuesday,BAYVIEW STATION,SUDP,None,None,None,SHP,None
928,2025-01-14,19:10,Tuesday,BAYVIEW STATION,PUOPO,None,None,E,SHP,6161
929,2025-01-14,0:36,Tuesday,DON MILLS STATION,MUIRS,None,None,None,SHP,None
930,2025-01-15,2:13,Wednesday,DOWNSVIEW PARK STATION,PUOPO,None,None,N,YU,5721
931,2025-01-15,2:46,Wednesday,PIONEER VILLAGE STATIO,SUO,None,None,None,YU,None
