_id,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle
932,2025-01-15,2:47,Wednesday,KENNEDY BD STATION,SUSA,None,None,None,BD,None
933,2025-01-15,5:10,Wednesday,SHERBOURNE STATION,MUNCA,None,None,None,BD,None
934,2025-01-15,5:48,Wednesday,GREENWOOD STATION,TUNIP,3,8,E,BD,5271
935,2025-01-15,5:51,Wednesday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
936,2025-01-15,5:56,Wednesday,CHESTER STATION,EUVE,3,None,W,BD,5009
937,2025-01-15,6:00,Wednesday,KING STATION,PUTO,8,None,S,YU,5781
938,2025-01-15,6:00,Wednesday,WARDEN STATION,PUSNT,3,8,W,BD,5236
939,2025-01-15,6:01,Wednesday,ROYAL YORK STATION,MUIE,None,None,None,BD,None
940,2025-01-15,6:40,Wednesday,WELLESLEY STATION,SUO,None,None,None,YU,None
941,2025-01-15,7:07,Wednesday,LANSDOWNE STATION,SUO,None,None,None,BD,None
942,2025-01-15,8:18,Wednesday,JANE STATION,PUMST,None,None,E,BD,None
943,2025-01-15,8:26,Wednesday,FINCH STATION,MUIR,3,5,S,YU,5681
944,2025-01-15,8:57,Wednesday,KENNEDY BD STATION,PUSRA,3,7,W,BD,5275
945,2025-01-15,9:27,Wednesday,KEELE STATION,MUSC,None,None,E,BD,5047
946,2025-01-15,10:58,Wednesday,SPADINA BD STATION,PUMEL,None,None,None,BD,None
947,2025-01-15,11:26,Wednesday,SHEPPARD WEST STATION,SUDP,6,10,S,YU,6081
948,2025-01-15,11:31,Wednesday,OSGOODE STATION,SUAP,8,13,N,YU,5391
949,2025-01-15,11:55,Wednesday,SHERBOURNE STATION,SUDP,14,18,E,BD,5004
950,2025-01-15,11:56,Wednesday,MCCOWAN YARD,SUO,None,None,None,None,None
951,2025-01-15,12:01,Wednesday,EGLINTON WEST STATION,MUPAA,4,9,S,YU,5941
952,2025-01-15,12:07,Wednesday,CHESTER STATION,SUDP,5,9,W,BD,5306
953,2025-01-15,12:14,Wednesday,OSSINGTON CENTRE TRACK,EUSC,None,None,W,BD,5328
954,2025-01-15,12:22,Wednesday,DOWNSVIEW PARK STATION,MUPAA,None,None,N,YU,5521
955,2025-01-15,12:55,Wednesday,ST CLAIR WEST STATION,MUSAN,4,8,S,YU,5526
956,2025-01-15,13:27,Wednesday,KENNEDY BD STATION,MUD,5,8,W,BD,5277
957,2025-01-15,14:04,Wednesday,KENNEDY BD STATION,TUNIP,7,11,W,BD,5121
958,2025-01-15,14:17,Wednesday,DUNDAS STATION,SUO,None,None,S,YU,5941
959,2025-01-15,14:28,Wednesday,FINCH STATION,EUBK,None,None,S,YU,5391
960,2025-01-15,14:51,Wednesday,DUPONT STATION,MUPAA,None,None,N,YU,5521
961,2025-01-15,15:04,Wednesday,SHEPPARD WEST STATION,SUDP,None,None,S,YU,5501
962,2025-01-15,15:04,Wednesday,PIONEER VILLAGE STATIO,MUIS,None,None,None,YU,None
963,2025-01-15,15:20,Wednesday,DUNDAS WEST STATION,TUMVS,None,None,W,BD,5353
964,2025-01-15,15:21,Wednesday,KIPLING STATION,TUSC,None,None,W,BD,5037
965,2025-01-15,15:27,Wednesday,KIPLING STATION,TUSC,None,None,E,BD,5004
966,2025-01-15,15:50,Wednesday,COLLEGE STATION,MUPR1,4,8,S,YU,5511
967,2025-01-15,16:10,Wednesday,ST GEORGE YUS STATION,SUO,4,8,N,YU,5511
968,2025-01-15,16:12,Wednesday,KING STATION,PUMEL,None,None,N,YU,None
969,2025-01-15,16:19,Wednesday,KIPLING STATION,MUSAN,3,6,W,BD,5054
970,2025-01-15,16:31,Wednesday,JANE STATION,EUSC,None,None,E,BD,5368
971,2025-01-15,16:36,Wednesday,WILSON STATION,SUDP,None,None,None,YU,None
972,2025-01-15,17:01,Wednesday,BLOOR STATION,MUPAA,3,5,S,YU,5421
973,2025-01-15,17:04,Wednesday,QUEEN'S PARK STATION,SUAP,None,None,None,YU,None
974,2025-01-15,17:11,Wednesday,KEELE STATION,MUSC,None,None,W,BD,5009
975,2025-01-15,17:25,Wednesday,FINCH STATION,EUBK,None,None,S,YU,5391
976,2025-01-15,17:55,Wednesday,KENNEDY BD STATION,TUNIP,6,9,W,BD,5213
977,2025-01-15,18:01,Wednesday,DUNDAS STATION,MUIRS,None,None,N,YU,None
978,2025-01-15,18:09,Wednesday,ISLINGTON STATION,SUO,None,None,W,BD,5121
979,2025-01-15,18:19,Wednesday,YORK UNIVERSITY STATIO,PUMEL,None,None,S,YU,5916
980,2025-01-15,18:52,Wednesday,YORKDALE STATION,SUDP,5,7,N,YU,5716
981,2025-01-15,18:55,Wednesday,LAWRENCE WEST STATION,MUPAA,3,5,S,YU,5791
982,2025-01-15,19:16,Wednesday,EGLINTON STATION,SUAP,3,5,N,YU,5966
983,2025-01-15,19:44,Wednesday,ST CLAIR STATION,SUDP,5,7,N,YU,5956
984,2025-01-15,20:06,Wednesday,BLOOR STATION,SUAP,None,None,None,YU,None
985,2025-01-15,21:34,Wednesday,ST GEORGE BD STATION,SUDP,None,None,None,BD,None
986,2025-01-15,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
987,2025-01-15,22:01,Wednesday,QUEEN'S PARK STATION,SUDP,None,None,None,YU,None
988,2025-01-15,22:15,Wednesday,FINCH STATION,SUDP,6,12,N,YU,6031
989,2025-01-15,23:00,Wednesday,FINCH TO ST CLAIR,MUO,None,None,None,YU,None
990,2025-01-15,23:31,Wednesday,COXWELL STATION,MUI,3,8,W,BD,5281
991,2025-01-15,23:35,Wednesday,SPADINA BD STATION,SUO,None,None,None,BD,None
992,2025-01-15,23:38,Wednesday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
993,2025-01-15,0:11,Wednesday,DUFFERIN STATION,SUO,None,None,None,BD,None
994,2025-01-15,1:05,Wednesday,ST CLAIR STATION,MUIR,None,None,S,YU,6031
995,2025-01-15,1:26,Wednesday,ST CLAIR STATION,SUDP,5,11,S,YU,5733
996,2025-01-15,11:24,Wednesday,SHEPPARD-YONGE STATION,TUSC,None,None,W,SHP,6181
997,2025-01-16,2:40,Thursday,FINCH STATION,SUDP,None,None,None,YU,None
998,2025-01-16,2:46,Thursday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
999,2025-01-16,4:00,Thursday,COLLEGE STATION,MUNCA,None,None,None,YU,None
1000,2025-01-16,5:53,Thursday,EGLINTON STATION,MUO,4,9,N,YU,5456
1001,2025-01-16,5:59,Thursday,KING STATION,PUTR,8,None,S,YU,5866
1002,2025-01-16,6:40,Thursday,OSSINGTON STATION,TUSC,None,None,W,BD,5061
1003,2025-01-16,7:00,Thursday,ST ANDREW STATION,SUDP,None,None,None,YU,None
1004,2025-01-16,8:14,Thursday,SHERBOURNE STATION,PUMEL,None,None,W,BD,None
1005,2025-01-16,8:20,Thursday,DONLANDS STATION,SUDP,13,16,E,BD,5124
1006,2025-01-16,8:42,Thursday,WOODBINE STATION,SUAP,None,None,W,BD,5126
1007,2025-01-16,8:51,Thursday,LAWRENCE STATION,MUO,None,None,None,YU,None
1008,2025-01-16,9:00,Thursday,ISLINGTON STATION,MUNCA,None,None,None,BD,None
1009,2025-01-16,9:18,Thursday,UNION STATION,MUIS,None,None,None,YU,None
1010,2025-01-16,9:30,Thursday,VICTORIA PARK STATION,MUSC,None,None,E,BD,5255
1011,2025-01-16,9:35,Thursday,VICTORIA PARK STATION,MUIRS,None,None,None,BD,None
1012,2025-01-16,9:51,Thursday,SHEPPARD STATION,SUDP,4,6,N,YU,5596
1013,2025-01-16,10:10,Thursday,SPADINA YUS STATION,SUO,None,None,N,YU,5536
1014,2025-01-16,10:16,Thursday,DUNDAS STATION,MUIS,None,None,None,YU,None
1015,2025-01-16,10:18,Thursday,FINCH STATION,SUAE,10,13,N,YU,5516
1016,2025-01-16,10:31,Thursday,BLOOR STATION,MUI,3,8,S,YU,6011
1017,2025-01-16,10:49,Thursday,WELLESLEY STATION,SUDP,None,None,N,YU,5826
1018,2025-01-16,10:50,Thursday,PIONEER VILLAGE STATIO,PUOPO,None,None,N,YU,5871
1019,2025-01-16,11:25,Thursday,SHERBOURNE STATION,MUIS,None,None,E,BD,5049
1020,2025-01-16,11:31,Thursday,QUEEN'S PARK STATION,TUO,None,None,S,YU,5581
1021,2025-01-16,11:36,Thursday,JANE STATION,MUIS,None,None,None,BD,None
1022,2025-01-16,11:56,Thursday,QUEEN STATION,SUUT,29,34,N,YU,5876
1023,2025-01-16,11:59,Thursday,LAWRENCE STATION,MUPAA,None,None,N,YU,5926
1024,2025-01-16,12:08,Thursday,KENNEDY BD STATION,SUO,None,None,None,BD,None
1025,2025-01-16,12:29,Thursday,UNION STATION,TUO,5,10,None,YU,5981
1026,2025-01-16,13:16,Thursday,GREENWOOD STATION,MUIS,None,None,None,BD,None
1027,2025-01-16,13:25,Thursday,SHERBOURNE STATION,PUMEL,None,None,None,BD,None
1028,2025-01-16,14:20,Thursday,VICTORIA PARK STATION,MUSC,None,None,W,BD,5284
1029,2025-01-16,14:33,Thursday,KIPLING STATION,MUTO,4,8,E,BD,5049
1030,2025-01-16,14:49,Thursday,FINCH STATION,SUDP,None,None,S,YU,5981
1031,2025-01-16,15:37,Thursday,COLLEGE STATION,PUMST,None,None,None,YU,None
1032,2025-01-16,15:51,Thursday,SHEPPARD STATION,MUD,4,8,N,YU,6016
1033,2025-01-16,16:05,Thursday,GLENCAIRN STATION,SUUT,None,None,S,YU,5731
1034,2025-01-16,16:12,Thursday,ST ANDREW STATION,SUDP,None,None,None,YU,None
1035,2025-01-16,16:14,Thursday,EGLINTON WEST STATION,EUBK,3,7,S,YU,5946
1036,2025-01-16,16:25,Thursday,BROADVIEW STATION,PUMO,None,None,None,BD,None
1037,2025-01-16,16:38,Thursday,CHRISTIE STATION,TUSC,None,None,E,BD,5095
1038,2025-01-16,17:14,Thursday,KENNEDY BD STATION,EUAC,3,6,W,BD,5047
1039,2025-01-16,17:19,Thursday,KENNEDY BD STATION,SUDP,None,None,None,BD,None
1040,2025-01-16,17:25,Thursday,ST GEORGE YUS STATION,SUDP,5,9,N,YU,5446
1041,2025-01-16,17:30,Thursday,DONLANDS STATION,TUO,None,None,W,BD,5029
1042,2025-01-16,17:55,Thursday,DUNDAS STATION,SUDP,3,8,N,YU,6076
1043,2025-01-16,18:16,Thursday,DUNDAS WEST STATION,SUAE,None,None,E,BD,5102
1044,2025-01-16,19:01,Thursday,DONLANDS STATION,TUO,4,7,W,BD,5029
1045,2025-01-16,19:22,Thursday,EGLINTON STATION,SUDP,3,6,S,YU,5381
1046,2025-01-16,19:36,Thursday,WILSON STATION,MUTD,5,7,S,YU,5901
1047,2025-01-16,19:41,Thursday,UNION STATION,MUIS,None,None,None,YU,None
1048,2025-01-16,20:07,Thursday,KIPLING STATION,MUIE,4,8,W,BD,5092
1049,2025-01-16,20:38,Thursday,KEELE STATION,MUIS,None,None,W,BD,None
1050,2025-01-16,21:29,Thursday,CHESTER STATION,TUMVS,6,11,E,BD,5347
1051,2025-01-16,21:38,Thursday,QUEEN STATION,SUDP,5,9,S,YU,5721
1052,2025-01-16,21:42,Thursday,WELLESLEY STATION,SUO,None,None,None,YU,None
1053,2025-01-16,21:45,Thursday,ROYAL YORK STATION,MUDD,5,10,E,BD,5001
1054,2025-01-16,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
1055,2025-01-16,22:09,Thursday,RUNNYMEDE STATION,MUIR,3,8,W,BD,5054
1056,2025-01-16,22:46,Thursday,QUEEN'S PARK STATION,MUPAA,3,9,S,YU,5901
1057,2025-01-16,22:57,Thursday,BLOOR STATION,SUDP,None,None,N,YU,5796
1058,2025-01-16,23:00,Thursday,FINCH TO ST. CLAIR,MUO,None,None,None,YU,None
1059,2025-01-16,23:10,Thursday,ST CLAIR STATION,TUO,None,None,N,YU,5901
1060,2025-01-16,23:12,Thursday,MAIN STREET STATION,SUO,None,None,None,BD,None
1061,2025-01-16,23:36,Thursday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
1062,2025-01-16,0:37,Thursday,DAVISVILLE STATION,SUDP,None,None,None,YU,None
1063,2025-01-16,0:43,Thursday,WELLESLEY STATION,SUDP,None,None,None,YU,None
1064,2025-01-16,0:55,Thursday,ST CLAIR STATION,MUIS,None,None,None,None,5401
1065,2025-01-16,1:38,Thursday,ST CLAIR STATION,MUI,None,None,N,YU,5986
1066,2025-01-16,1:40,Thursday,ST CLAIR STATION,MUPAA,6,13,S,YU,6056
1067,2025-01-16,1:54,Thursday,DUNDAS STATION,MUIS,None,None,None,YU,None
1068,2025-01-16,1:57,Thursday,DUNDAS WEST STATION,TUMVS,None,None,W,BD,5214
1069,2025-01-16,23:41,Thursday,SHEPPARD-YONGE STATION,MUIS,None,None,None,SHP,None
1070,2025-01-17,2:10,Friday,YORKDALE STATION,MUIE,None,None,None,YU,None
1071,2025-01-17,2:17,Friday,VAUGHAN MC STATION,SUDP,None,None,None,YU,None
1072,2025-01-17,3:22,Friday,QUEEN STATION,MUNCA,None,None,None,YU,None
1073,2025-01-17,3:59,Friday,DAVISVILLE STATION,TUNCA,None,None,None,YU,None
1074,2025-01-17,5:30,Friday,GLENCAIRN STATION,MUNCA,None,None,None,YU,None
1075,2025-01-17,5:42,Friday,GREENWOOD STATION,PUSCR,7,None,E,BD,5011
1076,2025-01-17,5:45,Friday,KENNEDY BD STATION,PUSCR,5,10,None,BD,5092
1077,2025-01-17,5:59,Friday,KING STATION,PUTR,7,None,S,YU,5906
1078,2025-01-17,6:45,Friday,WELLESLEY STATION,TUO,3,5,N,YU,5441
1079,2025-01-17,8:26,Friday,ST GEORGE BD STATION,MUI,54,57,E,BD,5163
1080,2025-01-17,9:02,Friday,SHERBOURNE STATION,PUMEL,None,None,None,BD,None
1081,2025-01-17,9:10,Friday,OSSINGTON STATION,MUPAA,None,None,E,BD,5026
1082,2025-01-17,9:16,Friday,KIPLING STATION,MUD,3,6,W,BD,5001
1083,2025-01-17,9:28,Friday,ST ANDREW STATION,PUMST,None,None,None,YU,None
1084,2025-01-17,10:04,Friday,GREENWOOD STATION,PUSO,21,25,E,BD,5336
1085,2025-01-17,10:19,Friday,DONLANDS STATION,PUSO,None,None,E,BD,5336
1086,2025-01-17,10:54,Friday,SPADINA YUS STATION,MUIS,None,None,None,YU,None
1087,2025-01-17,11:08,Friday,EGLINTON STATION,TUO,5,10,N,YU,5771
1088,2025-01-17,11:18,Friday,GREENWOOD STATION,EUAC,3,6,W,BD,5252
1089,2025-01-17,11:22,Friday,EGLINTON STATION,SUDP,None,None,None,YU,None
1090,2025-01-17,11:29,Friday,KIPLING STATION,PUMST,None,None,None,BD,None
1091,2025-01-17,12:04,Friday,RUNNYMEDE STATION,MUIR,None,None,E,BD,5177
1092,2025-01-17,13:24,Friday,BAY STATION,SUO,None,None,E,BD,None
1093,2025-01-17,13:40,Friday,ST PATRICK STATION,MUNCA,None,None,None,YU,None
1094,2025-01-17,13:53,Friday,FINCH STATION TO ST GE,TUS,5,9,N,YU,5951
1095,2025-01-17,13:59,Friday,SHEPPARD WEST STATION,MUPAA,None,None,S,YU,5381
1096,2025-01-17,14:00,Friday,ST GEORGE YUS STATION,PUTR,5,9,N,YU,5936
1097,2025-01-17,14:06,Friday,BATHURST STATION,SUDP,None,None,None,BD,None
1098,2025-01-17,14:16,Friday,ST GEORGE YUS STATION,PUTR,None,None,N,YU,5511
1099,2025-01-17,14:19,Friday,SHERBOURNE STATION,TUO,4,8,E,BD,5026
1100,2025-01-17,14:32,Friday,NORTH YORK CTR STATION,TUATC,None,None,N,YU,5796
1101,2025-01-17,14:34,Friday,SHERBOURNE STATION,MUDD,None,None,E,BD,5305
1102,2025-01-17,15:19,Friday,WELLESLEY STATION,SUDP,None,None,None,YU,None
1103,2025-01-17,16:11,Friday,SPADINA YUS STATION,MUIS,None,None,S,YU,None
1104,2025-01-17,16:32,Friday,EGLINTON WEST STATION,MUI,15,19,N,YU,6041
1105,2025-01-17,16:45,Friday,ST GEORGE BD STATION,MUIRS,None,None,None,BD,None
1106,2025-01-17,17:04,Friday,VAUGHAN MC STATION,SUDP,3,6,S,YU,5986
1107,2025-01-17,17:43,Friday,UNION STATION,SUG,None,None,None,YU,None
1108,2025-01-17,17:58,Friday,BROADVIEW STATION,MUIS,None,None,None,BD,None
1109,2025-01-17,18:33,Friday,SHEPPARD STATION,PUOPO,3,6,N,YU,5986
1110,2025-01-17,18:35,Friday,COLLEGE STATION,MUO,None,None,None,YU,None
1111,2025-01-17,18:43,Friday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
1112,2025-01-17,18:45,Friday,NORTH YORK CTR STATION,SUDP,40,43,S,YU,5984
1113,2025-01-17,19:30,Friday,YONGE BD STATION,MUPAA,4,9,W,BD,5164
1114,2025-01-17,19:52,Friday,NORTH YORK CTR STATION,SUDP,None,None,N,YU,5441
1115,2025-01-17,19:54,Friday,YORK UNIVERSITY STATIO,PUMEL,None,None,None,YU,None
1116,2025-01-17,20:06,Friday,SHEPPARD WEST STATION,MUI,6,10,N,YU,5446
1117,2025-01-17,20:49,Friday,KIPLING STATION,MUO,5,10,W,BD,5336
1118,2025-01-17,21:04,Friday,VICTORIA PARK STATION,PUMST,None,None,None,BD,None
1119,2025-01-17,21:46,Friday,VICTORIA PARK STATION,MUIS,None,None,None,BD,None
1120,2025-01-17,21:59,Friday,OSSINGTON STATION,SUDP,None,None,None,BD,None
1121,2025-01-17,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
1122,2025-01-17,22:15,Friday,DOWNSVIEW PARK STATION,MUIS,None,None,None,YU,None
1123,2025-01-17,22:31,Friday,COXWELL STATION,TUNIP,5,10,W,BD,5306
1124,2025-01-17,22:41,Friday,DUNDAS STATION,SUDP,None,None,None,YU,None
1125,2025-01-17,22:49,Friday,CHRISTIE STATION,TUS,5,10,E,BD,5089
1126,2025-01-17,22:52,Friday,SPADINA BD STATION,MUI,34,39,E,BD,5029
1127,2025-01-17,23:03,Friday,FINCH TO ST. CLAIR,MUO,None,None,None,YU,None
1128,2025-01-17,23:20,Friday,ST ANDREW STATION,SUAE,None,None,N,YU,None
1129,2025-01-17,23:25,Friday,SHEPPARD WEST STATION,PUOPO,None,None,S,YU,5956
1130,2025-01-17,23:32,Friday,FINCH STATION,MUIS,None,None,None,YU,None
1131,2025-01-17,0:08,Friday,SHERBOURNE STATION,SUDP,None,None,None,BD,None
1132,2025-01-17,0:25,Friday,ST ANDREW STATION,MUNCA,None,None,None,YU,None
1133,2025-01-17,1:07,Friday,PIONEER VILLAGE STATIO,MUIS,None,None,None,YU,None
1134,2025-01-17,1:31,Friday,YONGE BD STATION,MUIS,None,None,None,BD,None
1135,2025-01-17,1:37,Friday,KIPLING STATION,SUO,None,None,W,BD,None
1136,2025-01-17,11:50,Friday,DON MILLS STATION,SUDP,None,None,None,SHP,None
1137,2025-01-18,2:09,Saturday,SPADINA YUS STATION,SUDP,None,None,S,YU,None
1138,2025-01-18,5:42,Saturday,YONGE UNIVERSITY LINE,MUO,None,None,None,YU,None
1139,2025-01-18,5:47,Saturday,KEELE STATION,PUTWZ,3,None,W,BD,5237
1140,2025-01-18,6:44,Saturday,KENNEDY BD STATION,MUSC,None,None,W,BD,5091
1141,2025-01-18,9:04,Saturday,WARDEN STATION,MUSC,None,None,W,BD,5032
1142,2025-01-18,10:24,Saturday,KIPLING STATION,EUSC,None,None,E,BD,5030
1143,2025-01-18,10:32,Saturday,COXWELL STATION,PUMEL,None,None,None,BD,None
1144,2025-01-18,10:37,Saturday,BLOOR STATION,SUO,None,None,N,YU,5906
1145,2025-01-18,10:41,Saturday,YONGE BD STATION,SUO,None,None,W,BD,5237
1146,2025-01-18,11:00,Saturday,GREENWOOD CARHOUSE,SUG,None,None,None,BD,5252
1147,2025-01-18,11:04,Saturday,GREENWOOD STATION,MUSC,5,9,E,BD,5317
1148,2025-01-18,11:47,Saturday,UNION STATION,MUSAN,6,11,None,YU,5841
1149,2025-01-18,12:00,Saturday,GLENCAIRN STATION,MUNCA,None,None,None,YU,None
1150,2025-01-18,12:07,Saturday,WOODBINE STATION,TUSC,None,None,W,BD,5330
1151,2025-01-18,12:11,Saturday,QUEEN STATION,PUMST,None,None,None,YU,None
1152,2025-01-18,12:13,Saturday,DONLANDS STATION,TUSC,None,None,E,BD,5336
1153,2025-01-18,12:14,Saturday,VAUGHAN MC STATION,MUSAN,3,8,N,YU,6063
1154,2025-01-18,13:41,Saturday,KENNEDY BD STATION,TUMVS,5,9,E,BD,2134
1155,2025-01-18,13:53,Saturday,KENNEDY BD STATION,MUSC,None,None,W,BD,5330
1156,2025-01-18,14:01,Saturday,LAWRENCE STATION,SUAE,None,None,None,YU,None
1157,2025-01-18,14:02,Saturday,OSGOODE STATION,MUPAA,4,9,S,YU,5916
1158,2025-01-18,14:09,Saturday,COXWELL STATION,SUO,None,None,None,BD,None
1159,2025-01-18,14:30,Saturday,BROADVIEW STATION,SUDP,None,None,None,BD,None
1160,2025-01-18,14:31,Saturday,BROADVIEW STATION,TUCC,11,15,W,BD,5139
1161,2025-01-18,14:43,Saturday,SCARBOROUGH CTR STATIO,PUMEL,None,None,None,None,None
1162,2025-01-18,15:17,Saturday,YORK MILLS STATION,SUG,None,None,None,YU,None
1163,2025-01-18,15:26,Saturday,KING STATION,SUO,None,None,None,YU,None
1164,2025-01-18,16:44,Saturday,ST CLAIR STATION,MUIS,None,None,None,YU,None
1165,2025-01-18,17:17,Saturday,FINCH WEST STATION,PUMO,None,None,None,YU,None
1166,2025-01-18,17:50,Saturday,KEELE STATION,MUSC,None,None,W,BD,5289
1167,2025-01-18,17:54,Saturday,BAY STATION,SUAP,None,None,W,BD,None
1168,2025-01-18,18:02,Saturday,KING STATION,MUSAN,5,10,N,YU,5576
1169,2025-01-18,18:08,Saturday,BAY STATION,SUUT,3,7,E,BD,5009
1170,2025-01-18,19:01,Saturday,QUEEN STATION,SUDP,None,None,S,YU,None
1171,2025-01-18,19:06,Saturday,COXWELL STATION,SUO,None,None,None,BD,None
1172,2025-01-18,19:19,Saturday,WARDEN STATION,TUMVS,4,9,W,BD,5091
1173,2025-01-18,19:21,Saturday,KENNEDY BD STATION,MUSC,None,None,W,BD,5330
1174,2025-01-18,19:59,Saturday,UNION STATION,MUO,None,None,None,YU,None
1175,2025-01-18,21:00,Saturday,BATHURST STATION,MUSC,None,None,E,BD,5170
1176,2025-01-18,21:01,Saturday,DUNDAS WEST STATION,TUMVS,None,None,W,BD,5297
1177,2025-01-18,21:22,Saturday,SUMMERHILL STATION,SUDP,None,None,None,YU,None
1178,2025-01-18,21:35,Saturday,EGLINTON WEST STATION,SUO,None,None,S,YU,None
1179,2025-01-18,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
1180,2025-01-18,23:34,Saturday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
1181,2025-01-18,23:42,Saturday,QUEEN'S PARK STATION,MUIRS,None,None,N,YU,None
1182,2025-01-18,23:43,Saturday,OSGOODE STATION,MUDD,17,23,S,YU,6051
1183,2025-01-18,23:44,Saturday,KENNEDY BD STATION,TUSC,None,None,E,BD,5030
1184,2025-01-18,23:51,Saturday,BAY STATION,MUIS,None,None,E,BD,None
1185,2025-01-18,0:12,Saturday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
1186,2025-01-18,0:20,Saturday,OSGOODE STATION,MUIS,None,None,S,YU,None
1187,2025-01-18,0:57,Saturday,KIPLING STATION,SUDP,None,None,None,BD,None
1188,2025-01-18,1:39,Saturday,SHEPPARD WEST STATION,MUI,None,None,S,YU,5926
1189,2025-01-19,2:45,Sunday,VAUGHAN MC STATION,SUDP,None,None,None,YU,None
1190,2025-01-19,8:11,Sunday,GREENWOOD STATION,MUSC,3,8,E,BD,5317
1191,2025-01-19,8:28,Sunday,PAPE STATION,SUDP,None,None,None,BD,None
1192,2025-01-19,8:35,Sunday,DUPONT STATION,PUTR,10,None,N,YU,5456
1193,2025-01-19,8:57,Sunday,BLOOR STATION,SUDP,3,9,S,YU,5541
1194,2025-01-19,10:12,Sunday,FINCH STATION,PUOPO,None,None,S,YU,5616
1195,2025-01-19,10:13,Sunday,NORTH YORK CTR STATION,PUOPO,4,8,S,YU,5616
1196,2025-01-19,11:07,Sunday,FINCH STATION,EUO,10,14,S,YU,6041
1197,2025-01-19,13:00,Sunday,GREENWOOD STATION,MUIR,5,9,W,BD,5271
1198,2025-01-19,13:05,Sunday,YONGE UNIVERSITY SPADI,MUGD,None,None,None,YU,None
1199,2025-01-19,13:53,Sunday,FINCH STATION,EUCD,None,None,S,YU,6041
1200,2025-01-19,14:11,Sunday,EGLINTON STATION,EUCD,4,8,S,YU,6041
1201,2025-01-19,14:22,Sunday,SUMMERHILL STATION,TUO,4,8,N,YU,5496
1202,2025-01-19,15:22,Sunday,VICTORIA PARK STATION,MUIS,None,None,None,BD,None
1203,2025-01-19,15:23,Sunday,ROSEDALE STATION,MUIR,5,9,N,YU,5826
1204,2025-01-19,15:50,Sunday,VICTORIA PARK STATION,MUDD,3,7,E,BD,5300
1205,2025-01-19,15:58,Sunday,OSSINGTON STATION,SUO,10,14,W,BD,5297
1206,2025-01-19,15:59,Sunday,BAY STATION,EUDO,9,13,E,BD,5061
1207,2025-01-19,16:32,Sunday,ST GEORGE BD STATION,SUDP,None,None,W,BD,5203
1208,2025-01-19,16:34,Sunday,ST GEORGE YUS STATION,SUO,None,None,N,YU,5821
1209,2025-01-19,17:11,Sunday,QUEEN'S PARK STATION,MUIS,None,None,None,YU,None
1210,2025-01-19,17:24,Sunday,DUNDAS STATION,SUAP,None,None,S,YU,5861
1211,2025-01-19,18:18,Sunday,LAWRENCE STATION,TUS,5,9,N,YU,5826
1212,2025-01-19,18:24,Sunday,UNION STATION,PUMO,None,None,None,YU,None
1213,2025-01-19,19:05,Sunday,QUEEN STATION,SUO,None,None,S,YU,5821
1214,2025-01-19,19:13,Sunday,WILSON STATION,SUO,5,10,N,YU,5466
1215,2025-01-19,19:52,Sunday,JANE STATION,MUIS,None,None,None,BD,None
1216,2025-01-19,20:05,Sunday,MAIN STREET STATION,SUDP,3,8,E,BD,5182
1217,2025-01-19,20:32,Sunday,HIGH PARK STATION,MUIR,None,None,E,BD,5026
1218,2025-01-19,22:00,Sunday,YONGE/UNIVERSITY AND B,MUO,None,None,None,YU/BD,None
1219,2025-01-19,22:03,Sunday,SHEPPARD WEST STATION,SUDP,4,10,S,YU,5496
1220,2025-01-19,22:11,Sunday,SHEPPARD WEST STATION,SUDP,6,12,N,YU,5996
1221,2025-01-19,22:17,Sunday,WELLESLEY STATION,SUDP,None,None,None,YU,None
1222,2025-01-19,22:57,Sunday,EGLINTON WEST STATION,MUIS,None,None,None,YU,None
1223,2025-01-19,0:13,Sunday,HIGHWAY 407 STATION,MUIRS,None,None,None,YU,None
1224,2025-01-19,0:18,Sunday,KENNEDY BD STATION,MUIS,None,None,None,BD,None
1225,2025-01-19,0:34,Sunday,QUEEN'S PARK STATION,SUDP,None,None,None,YU,None
1226,2025-01-19,0:48,Sunday,UNION STATION TOWARD K,SUUT,10,16,S,YU,5956
1227,2025-01-19,0:50,Sunday,FINCH STATION,SUDP,None,None,None,YU,None
1228,2025-01-19,1:33,Sunday,GREENWOOD STATION,SUO,None,None,None,BD,None
1229,2025-01-19,1:40,Sunday,DAVISVILLE STATION,PUTO,5,None,S,YU,6081
1230,2025-01-19,1:53,Sunday,DUFFERIN STATION,SUO,3,9,W,BD,5278
1231,2025-01-19,2:35,Sunday,SHEPPARD-YONGE STATION,MUI,None,None,W,SHP,6162
